Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901CW12327,11-05-2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.496511,Daylight,Westminster,None,-0.142037,1,1,Metropolitan Police,Dry,Single carriageway,30,13:36,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW12328,05-11-2021,Thursday,Give way or uncontrolled,T or staggered junction,Serious,51.516481,Darkness - lights lit,Camden,None,-0.119892,1,1,Metropolitan Police,Dry,Dual carriageway,30,19:18,Urban,Fine no high winds,Car
200901CW12330,04-11-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.547098,Daylight,Camden,None,-0.191178,1,2,Metropolitan Police,Dry,Single carriageway,30,07:40,Urban,Fine no high winds,Car
200901CW12331,05-11-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.505742,Darkness - lights lit,Westminster,None,-0.15146,1,2,Metropolitan Police,Dry,Dual carriageway,30,18:10,Urban,Fine no high winds,Car
200901CW12333,03-11-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.494761,Daylight,Westminster,None,-0.128134,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,13:00,Urban,Raining no high winds,Car
200901CW12334,01-11-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.512428,Daylight,Westminster,None,-0.130724,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,14:45,Urban,Fine no high winds,Car
200901CW12335,06-11-2021,Friday,Give way or uncontrolled,T or staggered junction,Serious,51.501356,Daylight,Westminster,None,-0.130025,1,1,Metropolitan Police,Dry,Single carriageway,30,08:55,Urban,Fine no high winds,Car
200901CW12336,06-11-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.521055,Darkness - lights lit,Westminster,None,-0.164534,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,17:18,Urban,Raining no high winds,Car
200901CW12338,04-11-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,51.552348,Daylight,Camden,None,-0.175968,2,1,Metropolitan Police,Dry,Single carriageway,30,10:08,Urban,Fine no high winds,Car
200901CW12339,06-11-2021,Friday,Auto traffic signal,Crossroads,Serious,51.514179,Darkness - lights lit,Westminster,None,-0.150398,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,17:58,Urban,Raining no high winds,Car
200901CW12340,06-11-2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.518282,Darkness - lights lit,Westminster,None,-0.153979,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,20:16,Urban,Raining + high winds,Car
200901CW12341,06-11-2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.529936,Darkness - lights lit,Westminster,None,-0.186235,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,19:58,Urban,Raining no high winds,Car
200901CW12343,07-11-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.515066,Daylight,Camden,None,-0.127013,2,2,Metropolitan Police,Dry,Single carriageway,30,15:28,Urban,Fine no high winds,Taxi/Private hire car
200901CW12344,07-11-2021,Saturday,Auto traffic signal,Crossroads,Slight,51.512709,Darkness - lights lit,Westminster,None,-0.114571,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,03:00,Urban,Raining no high winds,Car
200901CW12345,07-11-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.5323,Darkness - lights lit,Camden,None,-0.136254,1,2,Metropolitan Police,Dry,Single carriageway,30,18:30,Urban,Fine no high winds,Motorcycle over 500cc
200901CW12347,07-11-2021,Saturday,Give way or uncontrolled,T or staggered junction,Serious,51.528219,Darkness - lights lit,Camden,None,-0.128491,3,4,Metropolitan Police,Dry,Single carriageway,30,20:32,Urban,Fine no high winds,Car
200901CW12349,02-10-2021,Friday,Auto traffic signal,Crossroads,Slight,51.518045,Darkness - lights unlit,Westminster,None,-0.167538,1,2,Metropolitan Police,Dry,Dual carriageway,30,20:00,Urban,Fine no high winds,Car
200901CW12350,09-11-2021,Monday,Give way or uncontrolled,T or staggered junction,Serious,51.543526,Daylight,Camden,None,-0.192762,1,1,Metropolitan Police,Dry,Single carriageway,30,13:00,Urban,Fine no high winds,Car
200901CW12351,09-11-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.492388,Daylight,Westminster,None,-0.142925,2,2,Metropolitan Police,Dry,Single carriageway,30,14:20,Urban,Fine no high winds,Car
200901CW12352,09-11-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.545568,Darkness - lights lit,Camden,None,-0.133693,1,2,Metropolitan Police,Dry,Single carriageway,30,16:54,Urban,Fine no high winds,Car
200901CW12353,09-11-2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.528302,Daylight,Camden,None,-0.128055,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,15:55,Urban,Fine no high winds,Car
200901CW12354,12-11-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.517931,Darkness - lights lit,Camden,None,-0.120553,1,2,Metropolitan Police,Dry,Single carriageway,30,17:59,Urban,Fine no high winds,Car
200901CW12356,09-11-2021,Monday,Auto traffic signal,Other junction,Slight,51.530462,Daylight,Camden,None,-0.122488,1,1,Metropolitan Police,Dry,Dual carriageway,30,07:30,Urban,Fine no high winds,Car
200901CW12357,09-11-2021,Monday,Give way or uncontrolled,Private drive or entrance,Slight,51.546921,Daylight,Camden,None,-0.191329,1,1,Metropolitan Police,Dry,Single carriageway,30,08:32,Urban,Fine no high winds,Car
200901CW12358,09-11-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.500786,Daylight,Westminster,None,-0.133794,2,1,Metropolitan Police,Dry,Single carriageway,30,11:30,Urban,Fine no high winds,Car
200901CW12359,31-10-2021,Saturday,Auto traffic signal,Crossroads,Slight,51.515222,Darkness - lights lit,Westminster,None,-0.142428,1,2,Metropolitan Police,Dry,Dual carriageway,30,03:05,Urban,Fine no high winds,Car
200901CW12360,04-11-2021,Wednesday,Give way or uncontrolled,Other junction,Slight,51.499551,Darkness - lights lit,Westminster,None,-0.129666,1,2,Metropolitan Police,Dry,Single carriageway,30,19:15,Urban,Fine no high winds,Car
200901CW12361,04-11-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.500539,Daylight,Westminster,None,-0.140864,1,1,Metropolitan Police,Dry,One way street,30,11:50,Urban,Fine no high winds,Motorcycle over 500cc
200901CW12362,09-11-2021,Monday,Auto traffic signal,Crossroads,Slight,51.527589,Daylight,Westminster,None,-0.174074,1,2,Metropolitan Police,Dry,Single carriageway,30,09:10,Urban,Fine no high winds,Car
200901CW12364,06-11-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.547673,Darkness - lights lit,Camden,None,-0.176011,1,5,Metropolitan Police,Wet or damp,Single carriageway,30,05:19,Urban,Fine no high winds,Car
200901CW12366,10-11-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.496169,Daylight,Westminster,None,-0.143203,1,1,Metropolitan Police,Dry,Single carriageway,30,09:06,Urban,Fine no high winds,Car
200901CW12367,10-11-2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.510958,Daylight,Westminster,None,-0.157158,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,14:00,Urban,Fine no high winds,Motorcycle over 500cc
200901CW12368,11-11-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.530543,Darkness - lights lit,Westminster,None,-0.167468,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,01:32,Urban,Fine no high winds,Car
200901CW12369,10-11-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.554757,Darkness - lights lit,Camden,None,-0.192172,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,19:40,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW12370,09-11-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.50054,Daylight,Westminster,None,-0.129626,2,2,Metropolitan Police,Dry,Single carriageway,30,08:50,Urban,Fine no high winds,Motorcycle 125cc and under
200901CW12373,08-11-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.511446,Darkness - lights lit,Westminster,None,-0.148203,1,1,Metropolitan Police,Wet or damp,One way street,30,03:55,Urban,Fine no high winds,Car
200901CW12374,10-11-2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.507636,Daylight,Westminster,None,-0.140431,1,1,Metropolitan Police,Dry,Single carriageway,30,14:30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW12375,11-11-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.558739,Daylight,Camden,None,-0.141954,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,09:00,Urban,Fine no high winds,Car
200901CW12377,10-11-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.494758,Daylight,Westminster,None,-0.12799,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,10:33,Urban,Fine no high winds,Motorcycle over 500cc
200901CW12378,11-11-2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.544482,Daylight,Camden,None,-0.196474,2,1,Metropolitan Police,Wet or damp,Single carriageway,30,16:10,Urban,Raining no high winds,Other vehicle
200901CW12380,11-11-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.537515,Darkness - lights lit,Westminster,None,-0.176273,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,21:57,Urban,Raining no high winds,Car
200901CW12381,11-11-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.530291,Daylight,Islington,None,-0.117449,1,1,Metropolitan Police,Dry,Single carriageway,30,09:02,Urban,Fine no high winds,Car
200901CW12382,01-11-2021,Sunday,Auto traffic signal,Crossroads,Slight,51.533147,Daylight,Westminster,None,-0.172987,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,15:50,Urban,Fine no high winds,Car
200901CW12383,30-10-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.517896,Daylight,Camden,None,-0.124014,1,2,Metropolitan Police,Dry,Single carriageway,30,09:45,Urban,Fine no high winds,Car
200901CW12384,12-11-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.526459,Daylight,Westminster,None,-0.17657,1,2,Metropolitan Police,Wet or damp,Single carriageway,20,11:06,Urban,Fine no high winds,Car
200901CW12385,05-11-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.510405,Darkness - lights lit,Westminster,Other object on road,-0.14493,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,23:31,Urban,Raining no high winds,Car
200901CW12388,11-11-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.523961,Darkness - lights lit,Westminster,None,-0.201177,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,16:50,Urban,Raining no high winds,Car
200901CW12389,06-11-2021,Friday,Give way or uncontrolled,T or staggered junction,Serious,51.544682,Darkness - lights lit,Camden,None,-0.145844,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,18:45,Urban,Raining no high winds,Car
200901CW12391,22-09-2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.530556,Darkness - lights lit,Camden,None,-0.122773,1,2,Metropolitan Police,Dry,Single carriageway,30,00:01,Urban,Fine no high winds,Car
200901CW12392,12-11-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.507938,Daylight,Westminster,None,-0.153821,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,10:35,Urban,Fine no high winds,Car
200901CW12393,06-11-2021,Friday,Auto traffic signal,Crossroads,Slight,51.524615,Darkness - lights lit,Camden,None,-0.128063,1,2,Metropolitan Police,Dry,Single carriageway,30,06:08,Urban,Fine no high winds,Car
200901CW12394,12-11-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.501029,Daylight,Westminster,None,-0.126436,1,1,Metropolitan Police,Dry,Single carriageway,30,13:35,Urban,Fine no high winds,Car
200901CW12395,12-11-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.490792,Darkness - lights lit,Westminster,None,-0.150048,1,1,Metropolitan Police,Wet or damp,Dual carriageway,30,16:54,Urban,Raining no high winds,Car
200901CW12398,12-11-2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.535581,Darkness - lights lit,Camden,None,-0.13338,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,20:07,Urban,Raining no high winds,Taxi/Private hire car
200901CW12399,12-11-2021,Thursday,Auto traffic signal,T or staggered junction,Serious,51.496594,Darkness - lights lit,Westminster,None,-0.141601,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,18:45,Urban,Raining no high winds,Car
200901CW12400,12-11-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.518755,Darkness - lights lit,Westminster,None,-0.14978,1,1,Metropolitan Police,Wet or damp,One way street,30,20:25,Urban,Raining + high winds,Car
200901CW12401,26-10-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.528247,Darkness - lights lit,Camden,None,-0.135843,1,1,Metropolitan Police,Dry,Single carriageway,30,23:24,Urban,Fine no high winds,Taxi/Private hire car
200901CW12402,12-10-2021,Monday,Give way or uncontrolled,T or staggered junction,Serious,51.52842,Daylight,Westminster,None,-0.175483,1,2,Metropolitan Police,Dry,Single carriageway,30,10:25,Urban,Fine no high winds,Car
200901CW12403,07-11-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.512471,Darkness - lights lit,Westminster,None,-0.133461,1,2,Metropolitan Police,Dry,Single carriageway,30,20:00,Urban,Fine no high winds,Car
200901CW12404,09-11-2021,Monday,Auto traffic signal,Crossroads,Slight,51.522031,Darkness - lights lit,Islington,None,-0.107122,1,2,Metropolitan Police,Dry,Single carriageway,30,19:10,Urban,Fine no high winds,Car
200901CW12405,12-11-2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.522144,Darkness - lights lit,Westminster,None,-0.142291,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,17:05,Urban,Raining no high winds,Car
200901CW12406,13-11-2021,Friday,Give way or uncontrolled,T or staggered junction,Serious,51.507262,Darkness - lights lit,Westminster,None,-0.128198,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,16:40,Urban,Raining no high winds,Car
200901CW12408,14-11-2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.510193,Daylight,Westminster,None,-0.131536,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,07:11,Urban,Raining no high winds,Car
200901CW12409,14-11-2021,Saturday,Give way or uncontrolled,T or staggered junction,Serious,51.527202,Daylight,Westminster,None,-0.195571,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,09:17,Urban,Fine + high winds,Car
200901CW12410,14-11-2021,Saturday,Give way or uncontrolled,Private drive or entrance,Slight,51.549109,Darkness - lights lit,Camden,None,-0.141481,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,00:50,Urban,Raining + high winds,Car
200901CW12412,15-11-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.538419,Darkness - lights lit,Camden,None,-0.142205,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,01:35,Urban,Fine no high winds,Car
200901CW12414,14-11-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.515508,Darkness - lights lit,Westminster,None,-0.195312,1,1,Metropolitan Police,Dry,Single carriageway,30,20:05,Urban,Fine no high winds,Car
200901CW12415,15-11-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.54908,Daylight,Camden,None,-0.191388,1,1,Metropolitan Police,Dry,Single carriageway,30,13:00,Urban,Fine no high winds,Car
200901CW12417,15-11-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.52946,Darkness - lights lit,Westminster,None,-0.167223,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,19:50,Urban,Fine no high winds,Car
200901CW12418,13-11-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.553365,Daylight,Camden,None,-0.143327,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,09:19,Urban,Raining no high winds,Car
200901CW12419,05-11-2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.499372,Daylight,Westminster,None,-0.129674,1,2,Metropolitan Police,Dry,Single carriageway,30,11:56,Urban,Fine no high winds,Car
200901CW12420,03-11-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.522512,Darkness - lights lit,Westminster,None,-0.15424,1,2,Metropolitan Police,Dry,Dual carriageway,30,19:00,Urban,Fine no high winds,Car
200901CW12421,16-11-2021,Monday,Give way or uncontrolled,Crossroads,Slight,51.512157,Darkness - lights lit,Westminster,None,-0.141977,1,2,Metropolitan Police,Dry,Single carriageway,30,16:20,Urban,Fine no high winds,Motorcycle 125cc and under
200901CW12422,16-11-2021,Monday,Give way or uncontrolled,Mini-roundabout,Serious,51.514097,Darkness - lights lit,Westminster,None,-0.168128,2,2,Metropolitan Police,Dry,Roundabout,30,23:36,Urban,Fine no high winds,Car
200901CW12424,16-11-2021,Monday,Auto traffic signal,Crossroads,Slight,51.534248,Darkness - lights unlit,Westminster,None,-0.174385,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,07:18,Urban,Raining no high winds,Car
